   mean     std    e1    e2
   0.06    0.24  5.00  4.00
   0.06    0.24  5.00  3.50
   0.06    0.24  5.00  3.00
   0.06    0.24  5.00  4.50
   0.06    0.24  5.00  5.00
   0.06    0.24  5.00  2.50
   0.06    0.24  5.00  2.00
   0.06    0.25  5.00  1.50
   0.06    0.25  5.00  1.00
   0.06    0.25  5.00  0.50
   0.06    0.25  4.50  4.00
   0.06    0.25  4.50  5.00
   0.07    0.25  4.50  3.50
   0.07    0.25  4.50  4.50
   0.07    0.26  4.50  3.00
   0.07    0.26  4.50  2.50
   0.07    0.26  5.00 -0.50
   0.07    0.26  5.00  0.00
   0.07    0.26  4.00  5.00
   0.07    0.26  4.50  2.00
   0.07    0.26  4.50  1.00
   0.07    0.26  4.00  4.00
   0.07    0.26  5.00 -1.00
   0.07    0.26  4.00  4.50
   0.07    0.27  4.50  1.50
   0.07    0.27  4.00  3.50
   0.07    0.27  4.50  0.00
   0.08    0.27  4.50  0.50
   0.08    0.27  4.50 -0.50
   0.08    0.27  5.00 -2.00
   0.08    0.27  5.00 -1.50
   0.08    0.27  4.00  3.00
   0.08    0.27  4.00  2.50
   0.08    0.28  4.00  1.50
   0.08    0.28  4.00  2.00
   0.08    0.28  4.00  1.00
   0.08    0.28  4.00  0.50
   0.09    0.28  5.00 -2.50
   0.09    0.28  4.50 -1.00
   0.09    0.29  4.50 -1.50
   0.09    0.29  4.00  0.00
   0.09    0.28  3.50  3.00
   0.09    0.28  3.50  4.00
   0.09    0.29  3.50  3.50
   0.09    0.29  3.50  4.50
   0.09    0.29  3.50  5.00
   0.09    0.29  3.50  2.50
   0.09    0.29  3.50  2.00
   0.09    0.30  3.50  1.50
   0.10    0.30  3.50  1.00
   0.10    0.30  4.00 -0.50
   0.10    0.30  4.50 -2.00
   0.10    0.31  4.00 -1.00
   0.10    0.31  3.50  0.50
   0.10    0.31  3.50  0.00
   0.11    0.31  5.00 -3.00
   0.11    0.31  3.50 -0.50
   0.11    0.32  4.00 -1.50
   0.12    0.33  4.50 -2.50
   0.12    0.33  3.00  5.00
   0.12    0.33  3.00  4.00
   0.12    0.33  3.00  3.00
   0.12    0.33  3.00  3.50
   0.12    0.33  3.00  4.50
   0.13    0.34  3.50 -1.00
   0.13    0.35  5.00 -3.50
   0.13    0.33  3.00  2.50
   0.13    0.34  4.00 -2.00
   0.13    0.34  3.00  2.00
   0.13    0.34  3.00  1.50
   0.14    0.35  3.00  1.00
   0.14    0.36  4.50 -3.00
   0.14    0.36  5.00 -4.00
   0.15    0.36  3.00  0.50
   0.15    0.36  3.50 -1.50
   0.15    0.36  3.00  0.00
   0.16    0.37  4.00 -2.50
   0.16    0.38  4.50 -3.50
   0.16    0.40  5.00 -4.50
   0.17    0.38  2.50  5.00
   0.17    0.38  2.50  4.50
   0.17    0.38  2.50  4.00
   0.17    0.39  4.00 -3.00
   0.17    0.38  3.00 -0.50
   0.18    0.39  3.50 -2.00
   0.18    0.38  2.50  3.00
   0.18    0.39  2.50  3.50
   0.18    0.39  2.50  2.50
   0.18    0.42  4.50 -4.00
   0.19    0.39  2.50  1.50
   0.19    0.43  5.00 -5.00
   0.19    0.39  2.50  2.00
   0.19    0.40  2.50  1.00
   0.20    0.40  3.00 -1.00
   0.20    0.43  4.00 -3.50
   0.20    0.41  3.50 -2.50
   0.20    0.40  2.50  0.50
   0.20    0.45  4.50 -4.50
   0.22    0.42  2.50  0.00
   0.22    0.42  3.00 -1.50
   0.22    0.42  2.00  5.00
   0.22    0.42  2.00  4.50
   0.23    0.43  2.00  4.00
   0.23    0.45  3.50 -3.00
   0.23    0.48  4.00 -4.00
   0.23    0.43  2.00  3.50
   0.24    0.43  2.00  3.00
   0.24    0.43  2.00  2.50
   0.24    0.43  2.00  2.00
   0.24    0.43  2.50 -0.50
   0.24    0.52  4.50 -5.00
   0.25    0.44  2.00  1.50
   0.25    0.44  2.00  1.00
   0.26    0.45  3.00 -2.00
   0.26    0.45  2.00  0.50
   0.27    0.45  2.50 -1.00
   0.28    0.51  3.50 -3.50
   0.28    0.46  2.00  0.00
   0.28    0.55  4.00 -4.50
   0.29    0.49  3.00 -2.50
   0.29    0.47  2.50 -1.50
   0.30    0.47  2.00 -0.50
   0.31    0.47  1.50  4.00
   0.31    0.47  1.50  5.00
   0.31    0.48  1.50  3.50
   0.31    0.48  1.50  3.00
   0.31    0.48  1.50  4.50
   0.31    0.48  1.50  1.50
   0.32    0.48  1.50  2.00
   0.32    0.49  1.50  1.00
   0.32    0.48  1.50  2.50
   0.33    0.49  2.00 -1.00
   0.33    0.51  2.50 -2.00
   0.34    0.50  1.50  0.50
   0.34    0.58  3.50 -4.00
   0.34    0.54  3.00 -3.00
   0.34    0.63  4.00 -5.00
   0.36    0.54  1.00  2.00
   0.37    0.51  1.50  0.00
   0.37    0.54  1.00  2.50
   0.37    0.52  2.00 -1.50
   0.38    0.55  1.00  3.00
   0.38    0.55  1.00  1.50
   0.38    0.53  1.00  4.50
   0.39    0.53  1.00  4.00
   0.39    0.54  1.00  3.50
   0.39    0.53  1.00  5.00
   0.39    0.56  1.00  1.00
   0.39    0.56  2.50 -2.50
   0.40    0.53  1.50 -0.50
   0.40    0.65  3.50 -4.50
   0.41    0.60  3.00 -3.50
   0.42    0.58  1.00  0.50
   0.44    0.63  0.50  1.00
   0.44    0.58  1.00  0.00
   0.44    0.63  0.50  0.50
   0.45    0.63  0.50  2.00
   0.45    0.63  0.50  1.50
   0.45    0.56  1.50 -1.00
   0.45    0.57  2.00 -2.00
   0.46    0.62  0.50  2.50
   0.46    0.62  2.50 -3.00
   0.47    0.72  3.50 -5.00
   0.48    0.64  0.50  0.00
   0.48    0.67  3.00 -4.00
   0.49    0.60  1.00 -0.50
   0.49    0.62  0.50  3.00
   0.49    0.66  0.00  0.50
   0.50    0.65  0.50 -0.50
   0.51    0.60  1.50 -1.50
   0.52    0.62  0.50  3.50
   0.53    0.63  2.00 -2.50
   0.53    0.68  2.50 -3.50
   0.54    0.62  0.50  4.00
   0.54    0.70  0.00  0.00
   0.54    0.63  1.00 -1.00
   0.56    0.62  0.50  4.50
   0.56    0.62  0.50  5.00
   0.56    0.74  3.00 -4.50
   0.57    0.67  0.50 -1.00
   0.57    0.64  1.50 -2.00
   0.58    0.66  0.00  1.00
   0.61    0.67  2.00 -3.00
   0.62    0.66  0.00  1.50
   0.62    0.75  2.50 -4.00
   0.63    0.68  1.00 -1.50
   0.64    0.66  0.00  2.00
   0.64    0.82  0.00 -0.50
   0.65    0.81  3.00 -5.00
   0.66    0.69  1.50 -2.50
   0.67    0.66  0.00  2.50
   0.67    0.73  0.50 -1.50
   0.69    0.67  0.00  3.00
   0.69    0.70  1.00 -2.00
   0.70    0.76  2.00 -3.50
   0.72    0.68  0.00  3.50
   0.72    0.80  2.50 -4.50
   0.74    0.69  0.00  4.00
   0.76    0.71  0.00  4.50
   0.77    0.81  0.00 -1.00
   0.77    0.76  1.50 -3.00
   0.79    0.74  0.50 -2.00
   0.79    0.77  1.00 -2.50
   0.79    0.71  0.00  5.00
   0.80    0.80  2.00 -4.00
   0.83    0.88  2.50 -5.00
   0.86    0.82  1.50 -3.50
   0.89    0.81  0.00 -1.50
   0.89    0.83  1.00 -3.00
   0.91    0.87  2.00 -4.50
   0.94    0.81  0.50 -2.50
   0.95    0.95 -0.50  1.00
   0.95    0.87  1.50 -4.00
   0.97    0.96 -0.50  1.50
   0.97    0.97 -0.50  0.50
   0.99    0.94  2.00 -5.00
   1.01    0.87  1.00 -3.50
   1.01    0.94 -0.50  2.00
   1.01    0.96 -0.50  2.50
   1.03    0.95 -0.50  3.00
   1.04    0.98 -0.50  0.00
   1.04    0.95 -0.50  3.50
   1.06    0.94 -0.50  4.00
   1.06    0.83  0.00 -2.00
   1.06    0.94 -0.50  4.50
   1.06    0.94 -0.50  5.00
   1.07    0.94  1.50 -4.50
   1.10    0.87  0.50 -3.00
   1.10    0.97 -0.50 -0.50
   1.12    0.93  1.00 -4.00
   1.18    1.01  1.50 -5.00
   1.20    1.01 -0.50 -1.00
   1.22    0.87  0.00 -2.50
   1.23    0.93  0.50 -3.50
   1.26    1.00  1.00 -4.50
   1.36    1.04 -0.50 -1.50
   1.37    1.00  0.50 -4.00
   1.38    0.94  0.00 -3.00
   1.39    1.06  1.00 -5.00
   1.46    1.22 -1.00  3.50
   1.46    1.25 -1.00  2.50
   1.46    1.24 -1.00  3.00
   1.47    1.20 -1.00  4.00
   1.47    1.19 -1.00  5.00
   1.47    1.19 -1.00  4.50
   1.47    1.27 -1.00  2.00
   1.48    1.04 -0.50 -2.00
   1.49    1.29 -1.00  1.50
   1.50    1.06  0.50 -4.50
   1.52    1.28 -1.00  1.00
   1.56    1.02  0.00 -3.50
   1.60    1.28 -1.00  0.50
   1.61    1.07 -0.50 -2.50
   1.66    1.27 -1.00  0.00
   1.66    1.12  0.50 -5.00
   1.72    1.25 -1.00 -0.50
   1.73    1.07  0.00 -4.00
   1.73    1.11 -0.50 -3.00
   1.80    1.23 -1.00 -1.00
   1.83    1.35 -1.50  5.00
   1.84    1.37 -1.50  4.50
   1.85    1.40 -1.50  3.50
   1.85    1.23 -1.00 -1.50
   1.86    1.38 -1.50  4.00
   1.87    1.13  0.00 -4.50
   1.87    1.15 -0.50 -3.50
   1.87    1.40 -1.50  3.00
   1.89    1.43 -1.50  2.50
   1.91    1.23 -1.00 -2.00
   1.92    1.43 -1.50  2.00
   1.92    1.42 -1.50  1.50
   1.98    1.41 -1.50  1.00
   1.99    1.18  0.00 -5.00
   2.01    1.24 -1.00 -2.50
   2.01    1.19 -0.50 -4.00
   2.03    1.41 -1.50  0.50
   2.10    1.24 -1.00 -3.00
   2.10    1.39 -1.50  0.00
   2.13    1.44 -2.00  4.50
   2.14    1.43 -2.00  5.00
   2.14    1.45 -2.00  4.00
   2.14    1.21 -0.50 -4.50
   2.15    1.37 -1.50 -0.50
   2.15    1.46 -2.00  3.50
   2.17    1.46 -2.00  3.00
   2.19    1.26 -1.00 -3.50
   2.20    1.45 -2.00  2.50
   2.22    1.34 -1.50 -1.00
   2.25    1.44 -2.00  2.00
   2.25    1.24 -0.50 -5.00
   2.28    1.45 -2.00  1.50
   2.29    1.34 -1.50 -1.50
   2.30    1.29 -1.00 -4.00
   2.33    1.45 -2.00  1.00
   2.35    1.35 -1.50 -2.00
   2.36    1.46 -2.50  5.00
   2.37    1.48 -2.50  4.50
   2.38    1.45 -2.00  0.50
   2.39    1.30 -1.00 -4.50
   2.40    1.48 -2.50  4.00
   2.41    1.48 -2.50  3.50
   2.42    1.36 -1.50 -2.50
   2.44    1.43 -2.00  0.00
   2.45    1.47 -2.50  3.00
   2.48    1.46 -2.50  2.50
   2.48    1.31 -1.00 -5.00
   2.48    1.44 -2.00 -0.50
   2.48    1.36 -1.50 -3.00
   2.52    1.45 -2.50  2.00
   2.53    1.36 -1.50 -3.50
   2.54    1.45 -2.50  1.50
   2.55    1.42 -2.00 -1.00
   2.56    1.49 -3.00  5.00
   2.59    1.48 -3.00  4.50
   2.59    1.45 -2.50  1.00
   2.60    1.35 -1.50 -4.00
   2.60    1.48 -3.00  4.00
   2.62    1.41 -2.00 -1.50
   2.63    1.45 -2.50  0.50
   2.64    1.47 -3.00  3.50
   2.66    1.35 -1.50 -4.50
   2.67    1.45 -2.50  0.00
   2.67    1.40 -2.00 -2.00
   2.68    1.46 -3.00  3.00
   2.71    1.40 -2.00 -2.50
   2.71    1.36 -1.50 -5.00
   2.72    1.44 -3.00  2.50
   2.74    1.44 -2.50 -0.50
   2.74    1.44 -3.00  2.00
   2.76    1.47 -3.50  5.00
   2.78    1.44 -3.00  1.50
   2.78    1.39 -2.00 -3.00
   2.78    1.47 -3.50  4.50
   2.79    1.43 -2.50 -1.00
   2.81    1.43 -3.00  1.00
   2.82    1.45 -3.50  4.00
   2.83    1.38 -2.00 -3.50
   2.83    1.44 -3.50  3.50
   2.83    1.42 -2.50 -1.50
   2.84    1.36 -2.00 -4.00
   2.85    1.44 -3.00  0.50
   2.87    1.44 -3.50  3.00
   2.89    1.41 -2.50 -2.00
   2.90    1.45 -3.00  0.00
   2.90    1.36 -2.00 -4.50
   2.90    1.44 -3.50  2.50
   2.92    1.41 -2.50 -2.50
   2.93    1.43 -3.50  2.00
   2.93    1.45 -3.00 -0.50
   2.93    1.44 -4.00  5.00
   2.94    1.37 -2.00 -5.00
   2.96    1.43 -4.00  4.50
   2.96    1.44 -3.50  1.50
   2.97    1.39 -2.50 -3.00
   2.98    1.43 -3.00 -1.00
   2.99    1.43 -4.00  4.00
   3.01    1.39 -2.50 -3.50
   3.01    1.44 -3.50  1.00
   3.01    1.42 -4.00  3.50
   3.02    1.42 -3.00 -1.50
   3.03    1.45 -3.50  0.50
   3.04    1.42 -4.00  3.00
   3.04    1.37 -2.50 -4.00
   3.05    1.43 -4.00  2.50
   3.05    1.43 -3.50  0.00
   3.07    1.41 -3.00 -2.00
   3.08    1.35 -2.50 -4.50
   3.09    1.42 -4.00  2.00
   3.09    1.42 -3.50 -0.50
   3.10    1.39 -3.00 -2.50
   3.10    1.41 -4.50  5.00
   3.12    1.36 -2.50 -5.00
   3.12    1.40 -4.50  4.50
   3.13    1.42 -3.50 -1.00
   3.13    1.42 -4.00  1.50
   3.14    1.37 -3.00 -3.00
   3.14    1.41 -4.50  4.00
   3.15    1.42 -4.00  1.00
   3.16    1.39 -4.50  3.50
   3.16    1.38 -3.00 -3.50
   3.17    1.41 -3.50 -1.50
   3.17    1.44 -4.00  0.50
   3.18    1.41 -4.50  3.00
   3.19    1.40 -3.50 -2.00
   3.19    1.36 -3.00 -4.00
   3.20    1.43 -4.00  0.00
   3.20    1.41 -4.50  2.50
   3.21    1.39 -5.00  5.00
   3.22    1.38 -3.50 -2.50
   3.22    1.41 -4.00 -0.50
   3.23    1.36 -3.00 -4.50
   3.23    1.39 -4.50  2.00
   3.23    1.38 -5.00  4.50
   3.25    1.41 -4.00 -1.00
   3.25    1.39 -4.50  1.50
   3.25    1.36 -3.00 -5.00
   3.25    1.38 -3.50 -3.00
   3.26    1.37 -5.00  4.00
   3.26    1.40 -4.50  1.00
   3.27    1.38 -3.50 -3.50
   3.28    1.40 -4.00 -1.50
   3.28    1.42 -4.50  0.50
   3.29    1.42 -4.50  0.00
   3.29    1.37 -5.00  3.50
   3.30    1.38 -5.00  3.00
   3.30    1.40 -4.00 -2.00
   3.31    1.38 -3.50 -4.00
   3.32    1.39 -5.00  2.50
   3.33    1.40 -4.50 -0.50
   3.33    1.38 -5.00  2.00
   3.33    1.39 -4.00 -2.50
   3.34    1.36 -3.50 -4.50
