   mean     std    e1    e2
   0.03    0.16  4.00 -2.50
   0.27    0.49  3.50 -3.00
   0.28    0.48  3.50 -2.50
   0.31    0.54  4.00 -2.00
   0.31    0.52  3.50 -1.00
   0.32    0.52  3.50 -1.50
   0.34    0.56  3.50 -0.50
   0.34    0.58  3.50 -3.50
   0.34    0.53  3.50 -2.00
   0.35    0.53  3.00 -1.00
   0.35    0.54  3.00 -0.50
   0.36    0.53  2.50 -0.50
   0.37    0.59  3.50  0.00
   0.37    0.57  3.00  0.00
   0.37    0.54  2.00  0.00
   0.38    0.54  3.00 -1.50
   0.38    0.57  4.00 -1.50
   0.38    0.56  2.50  0.00
   0.39    0.63  3.50  0.50
   0.40    0.60  3.00  0.50
   0.40    0.59  4.00 -1.00
   0.40    0.55  2.50 -1.00
   0.40    0.58  2.50  0.50
   0.41    0.57  2.00  0.50
   0.41    0.55  2.00 -0.50
   0.41    0.62  4.00 -0.50
   0.42    0.62  0.50  0.50
   0.42    0.56  3.00 -2.00
   0.42    0.57  1.50  0.50
   0.42    0.56  1.50  0.00
   0.43    0.49  5.00 -2.00
   0.43    0.59  1.00  0.50
   0.43    0.59  3.00 -2.50
   0.43    0.67  3.50  1.00
   0.44    0.60  0.50  1.00
   0.44    0.65  4.00  0.00
   0.44    0.57  2.50 -1.50
   0.45    0.66  3.00  1.00
   0.45    0.60  1.50  1.00
   0.45    0.58  2.00 -1.00
   0.45    0.60  1.00  1.00
   0.46    0.69  4.00  0.50
   0.46    0.72  0.00  0.50
   0.47    0.63  2.50  1.00
   0.47    0.61  1.00  0.00
   0.47    0.63  0.00  1.00
   0.47    0.71  3.50  1.50
   0.47    0.64  3.00 -3.00
   0.47    0.63  2.00  1.00
   0.48    0.70  3.50 -4.00
   0.48    0.60  1.50 -0.50
   0.48    0.69  3.00  1.50
   0.48    0.71  4.00  1.00
   0.50    0.66  0.50  1.50
   0.50    0.62  0.00  1.50
   0.50    0.62  2.50 -2.00
   0.51    0.75  3.50  2.00
   0.51    0.75  4.00  1.50
   0.51    0.68  2.50  1.50
   0.52    0.67  0.50  0.00
   0.53    0.77  4.00  2.00
   0.53    0.65  1.00  1.50
   0.53    0.65  1.50  1.50
   0.54    0.67  2.00  1.50
   0.54    0.74  3.00  2.00
   0.54    0.62  2.00 -1.50
   0.55    0.78  3.50  2.50
   0.56    0.81  4.00  2.50
   0.57    0.71  3.00 -3.50
   0.57    0.81  3.50  3.00
   0.57    0.75  4.50  1.00
   0.57    0.73  2.50  2.00
   0.58    0.77  3.00  2.50
   0.58    0.79  4.50  1.50
   0.58    0.71  0.50  2.00
   0.59    0.84  4.00  3.00
   0.59    0.75  4.50  0.50
   0.59    0.64  1.50 -1.00
   0.59    0.67  1.00 -0.50
   0.59    0.80  4.50  2.00
   0.60    0.81  3.00  3.00
   0.60    0.71  0.00  2.00
   0.60    0.74  2.00  2.00
   0.60    0.84  0.00  0.00
   0.61    0.73  1.00  2.00
   0.61    0.88  4.00  3.50
   0.61    0.84  4.50  2.50
   0.61    0.78  2.50  2.50
   0.61    0.87  3.50  3.50
   0.61    0.73  4.50  0.00
   0.61    0.74  1.50  2.00
   0.62    0.86  4.50  3.00
   0.63    0.70  2.50 -2.50
   0.64    0.76  0.50 -0.50
   0.64    0.89  4.50  3.50
   0.64    0.83  2.50  3.00
   0.64    0.76  3.00 -4.00
   0.64    0.79  2.00  2.50
   0.64    0.89  3.00  3.50
   0.65    0.94  4.00  4.00
   0.65    0.94  3.50  4.00
   0.66    0.71  4.50 -0.50
   0.66    0.97  4.00  4.50
   0.66    0.86  3.50 -4.50
   0.66    0.91  0.00 -0.50
   0.66    0.94  4.50  4.00
   0.67    0.80  1.50  2.50
   0.67    0.97  3.50  4.50
   0.68    0.85  2.00  3.00
   0.68    0.82  0.50  2.50
   0.68    0.97  4.50  4.50
   0.68    0.92  2.50  3.50
   0.68    0.82  1.00  2.50
   0.68    1.00  4.00  5.00
   0.69    0.97  3.00  4.00
   0.69    0.63  4.50 -1.50
   0.69    0.95  5.00  4.00
   0.70    0.71  2.00 -2.00
   0.70    1.00  4.50  5.00
   0.70    0.76  1.00 -1.00
   0.71    0.85  1.50  3.00
   0.71    0.80  0.00  2.50
   0.71    0.81  3.00 -4.50
   0.71    1.01  3.00  4.50
   0.71    1.03  3.50  5.00
   0.71    0.91  5.00  3.50
   0.71    0.88  5.00  3.00
   0.71    0.98  5.00  4.50
   0.72    0.97  2.50  4.00
   0.72    0.93  2.00  3.50
   0.72    0.65  4.50 -1.00
   0.72    1.03  3.00  5.00
   0.72    0.63  5.00 -1.50
   0.72    0.74  1.50 -1.50
   0.72    0.83  5.00  2.00
   0.72    1.00  5.00  5.00
   0.73    0.86  1.00  3.00
   0.73    0.86  5.00  2.50
   0.74    1.01  2.50  4.50
   0.74    0.84  5.00  1.50
   0.74    0.99  2.00  4.00
   0.74    0.79  5.00  1.00
   0.75    0.79  2.50 -3.00
   0.75    0.93  1.50  3.50
   0.75    0.66  4.50 -2.00
   0.75    1.04  2.50  5.00
   0.76    1.02  2.00  4.50
   0.76    0.86  0.50  3.00
   0.76    0.88  0.50 -1.00
   0.78    1.06  2.00  5.00
   0.78    0.95  1.00  3.50
   0.78    0.91 -0.50  1.50
   0.78    1.00  1.50  4.00
   0.80    0.79  5.00  0.50
   0.80    1.03  1.50  4.50
   0.81    0.95 -0.50  1.00
   0.81    0.86  0.00  3.00
   0.81    0.79  1.50 -2.00
   0.81    0.78  2.00 -2.50
   0.81    0.83  1.00 -1.50
   0.81    0.62  5.00 -1.00
   0.81    0.87  3.00 -5.00
   0.81    1.06  1.50  5.00
   0.82    1.01  1.00  4.00
   0.82    1.01  0.00 -1.00
   0.82    0.83  4.00 -4.50
   0.83    0.91  0.50 -1.50
   0.83    1.04  1.00  4.50
   0.83    0.94  0.50  3.50
   0.84    0.82  2.50 -3.50
   0.84    0.90 -0.50  2.00
   0.85    1.05  1.00  5.00
   0.87    1.03 -0.50  0.50
   0.88    0.68  5.00 -0.50
   0.88    0.86  1.50 -2.50
   0.89    0.75  5.00  0.00
   0.89    1.01  0.50  4.00
   0.89    0.95 -0.50  2.50
   0.90    0.93  0.00  3.50
   0.90    0.88  2.50 -4.00
   0.90    0.90  1.00 -2.00
   0.90    0.84  2.00 -3.00
   0.92    1.02  0.50  4.50
   0.93    1.04  0.50  5.00
   0.95    0.98  0.50 -2.00
   0.95    1.03  3.50 -5.00
   0.96    1.08 -0.50  0.00
   0.96    1.05  0.00 -1.50
   0.97    1.00  0.00  4.00
   0.97    0.99 -0.50  3.00
   0.98    0.92  2.00 -3.50
   0.99    0.90  2.50 -4.50
   1.00    1.01  0.00  4.50
   1.00    0.93  1.50 -3.00
   1.00    0.98  1.00 -2.50
   1.03    1.02  0.00  5.00
   1.04    1.02 -0.50  3.50
   1.06    1.13 -0.50 -0.50
   1.06    1.01  0.50 -2.50
   1.08    0.97  2.50 -5.00
   1.08    0.96  2.00 -4.00
   1.10    1.07 -0.50  4.00
   1.10    1.01  1.00 -3.00
   1.13    1.00  1.50 -3.50
   1.15    1.13 -0.50 -1.00
   1.15    1.08 -0.50  4.50
   1.15    1.05  0.00 -2.00
   1.17    1.08 -0.50  5.00
   1.17    1.07  4.00 -5.00
   1.20    1.03  2.00 -4.50
   1.20    1.06  0.50 -3.00
   1.23    1.18 -1.00  2.50
   1.24    1.20 -1.00  3.00
   1.25    1.04  1.00 -3.50
   1.25    1.20 -1.00  2.00
   1.26    1.05  1.50 -4.00
   1.26    1.23 -1.00  1.50
   1.28    1.05  0.00 -2.50
   1.28    1.22 -1.00  3.50
   1.29    1.13 -0.50 -1.50
   1.30    1.08  2.00 -5.00
   1.33    1.22 -1.00  4.00
   1.34    1.29 -1.00  1.00
   1.35    1.12  0.50 -3.50
   1.36    1.24 -1.00  4.50
   1.37    1.11  1.00 -4.00
   1.37    1.10  1.50 -4.50
   1.38    1.24 -1.00  5.00
   1.42    1.31 -1.00  0.50
   1.42    1.12 -0.50 -2.00
   1.43    1.09  0.00 -3.00
   1.44    1.14  1.50 -5.00
   1.46    1.15  1.00 -4.50
   1.47    1.31 -1.00  0.00
   1.50    0.50  4.00 -4.00
   1.52    1.31 -1.00 -0.50
   1.53    1.18  0.50 -4.00
   1.56    1.37 -1.50  3.50
   1.56    1.16 -0.50 -2.50
   1.57    1.36 -1.50  3.00
   1.57    1.13  0.00 -3.50
   1.58    1.18  1.00 -5.00
   1.58    1.39 -1.50  4.00
   1.59    1.38 -1.50  2.50
   1.60    1.37 -1.50  5.00
   1.61    1.39 -1.50  4.50
   1.62    1.31 -1.00 -1.00
   1.63    1.40 -1.50  2.00
   1.66    1.23  0.50 -4.50
   1.66    1.43 -1.50  1.50
   1.68    1.19 -0.50 -3.00
   1.69    1.31 -1.00 -1.50
   1.72    1.44 -1.50  1.00
   1.76    1.29 -1.00 -2.00
   1.78    1.14  0.00 -4.00
   1.78    1.23  0.50 -5.00
   1.78    1.47 -1.50  0.50
   1.79    1.23 -0.50 -3.50
   1.80    1.46 -2.00  4.50
   1.80    1.44 -2.00  4.00
   1.80    1.43 -2.00  3.50
   1.82    1.45 -2.00  5.00
   1.84    1.43 -2.00  3.00
   1.84    1.30 -1.00 -2.50
   1.85    1.44 -1.50  0.00
   1.88    1.46 -2.00  2.50
   1.90    1.41 -1.50 -0.50
   1.93    1.48 -2.00  2.00
   1.94    1.32 -1.00 -3.00
   1.95    1.21  0.00 -4.50
   1.96    1.49 -2.50  5.00
   1.97    1.48 -2.50  4.50
   1.97    1.40 -1.50 -1.00
   1.97    1.52 -2.00  1.50
   1.99    1.28 -0.50 -4.00
   2.01    1.48 -2.50  4.00
   2.01    1.51 -2.00  1.00
   2.02    1.33 -1.00 -3.50
   2.02    1.39 -1.50 -1.50
   2.03    1.47 -2.50  3.50
   2.06    1.52 -2.00  0.50
   2.07    1.48 -2.50  3.00
   2.07    1.39 -1.50 -2.00
   2.09    1.24  0.00 -5.00
   2.10    1.51 -2.50  2.50
   2.11    1.50 -3.00  5.00
   2.12    1.49 -2.00  0.00
   2.12    1.38 -1.50 -2.50
   2.15    1.52 -2.50  2.00
   2.15    1.49 -3.00  4.50
   2.16    1.29 -0.50 -4.50
   2.17    1.52 -2.50  1.50
   2.17    1.49 -2.00 -0.50
   2.17    1.33 -1.00 -4.00
   2.18    1.50 -3.00  4.00
   2.19    1.38 -1.50 -3.00
   2.21    1.52 -2.50  1.00
   2.22    1.51 -3.00  3.50
   2.23    1.46 -2.00 -1.00
   2.25    1.52 -2.50  0.50
   2.25    1.40 -1.50 -3.50
   2.26    1.53 -3.00  3.00
   2.27    1.44 -2.00 -1.50
   2.29    1.51 -3.50  5.00
   2.29    1.52 -3.00  2.50
   2.30    1.52 -2.50  0.00
   2.30    1.31 -0.50 -5.00
   2.31    1.44 -2.00 -2.00
   2.32    1.33 -1.00 -4.50
   2.33    1.52 -3.00  2.00
   2.34    1.51 -3.50  4.50
   2.35    1.41 -1.50 -4.00
   2.35    1.49 -2.50 -0.50
   2.36    1.53 -3.00  1.50
   2.36    1.45 -2.00 -2.50
   2.38    1.52 -3.50  4.00
   2.39    1.53 -3.50  3.50
   2.40    1.52 -3.00  1.00
   2.41    1.49 -2.50 -1.00
   2.42    1.53 -3.50  3.00
   2.43    1.55 -3.00  0.50
   2.43    1.45 -2.00 -3.00
   2.44    1.53 -3.50  2.50
   2.46    1.48 -2.50 -1.50
   2.47    1.51 -4.00  5.00
   2.47    1.35 -1.00 -5.00
   2.47    1.52 -3.50  2.00
   2.48    1.53 -3.00  0.00
   2.48    1.39 -1.50 -4.50
   2.48    1.45 -2.00 -3.50
   2.49    1.53 -3.50  1.50
   2.50    1.52 -4.00  4.50
   2.51    1.54 -4.00  4.00
   2.51    1.48 -2.50 -2.00
   2.52    1.53 -3.00 -0.50
   2.53    1.45 -2.00 -4.00
   2.54    1.53 -4.00  3.50
   2.54    1.54 -3.50  1.00
   2.56    1.53 -4.00  3.00
   2.56    1.49 -2.50 -2.50
   2.57    1.55 -3.50  0.50
   2.57    1.53 -4.00  2.50
   2.57    1.52 -3.00 -1.00
   2.61    1.39 -1.50 -5.00
   2.61    1.55 -3.50  0.00
   2.61    1.53 -4.00  2.00
   2.61    1.49 -2.50 -3.00
   2.61    1.54 -4.50  5.00
   2.62    1.53 -3.00 -1.50
   2.63    1.54 -4.50  4.50
   2.64    1.55 -4.00  1.50
   2.64    1.54 -4.50  4.00
   2.65    1.54 -4.50  3.50
   2.66    1.49 -2.50 -3.50
   2.66    1.54 -3.50 -0.50
   2.67    1.42 -2.00 -4.50
   2.67    1.56 -4.50  3.00
   2.68    1.55 -4.00  1.00
   2.68    1.52 -3.00 -2.00
   2.69    1.48 -2.50 -4.00
   2.71    1.58 -4.00  0.50
   2.71    1.55 -4.50  2.50
   2.71    1.55 -3.50 -1.00
   2.71    1.54 -5.00  5.00
