   mean     std    e1    e2
   0.86    0.93  2.00 -3.00
   0.86    0.93  3.00 -4.50
   0.86    0.93  1.00 -1.50
   0.86    0.92  2.50 -4.00
   0.86    0.92  3.50 -4.50
   0.86    0.92  3.50 -5.00
   0.87    0.92  3.00 -5.00
   0.87    0.92  2.50 -3.50
   0.87    0.92  3.00 -4.00
   0.87    0.92  1.50 -2.50
   0.87    0.92  1.50 -2.00
   0.87    0.93  2.50 -4.50
   0.88    0.93  2.00 -3.50
   0.88    0.96  4.00 -2.50
   0.89    0.96  2.50 -2.00
   0.89    0.95  3.00 -2.00
   0.89    0.95  1.50 -1.00
   0.89    0.96  5.00 -4.00
   0.89    0.95  4.50 -3.00
   0.89    0.96  4.50 -3.50
   0.89    0.93  2.00 -4.00
   0.89    0.93  1.00 -2.00
   0.89    0.93  2.50 -5.00
   0.89    0.96  2.00 -1.50
   0.89    0.96  4.00 -3.00
   0.89    0.93  1.50 -3.00
   0.89    0.93  0.50 -1.00
   0.89    0.95  4.50 -4.00
   0.89    0.96  5.00 -3.00
   0.89    0.95  5.00 -4.50
   0.89    0.96  2.50 -1.50
   0.90    0.97  3.50 -2.50
   0.90    0.96  4.50 -2.50
   0.90    0.96  4.00 -3.50
   0.90    0.96  3.00 -2.50
   0.90    0.96  3.50 -3.00
   0.90    0.96  3.50 -2.00
   0.90    0.97  5.00 -3.50
   0.90    0.97  2.00 -2.50
   0.90    0.97  4.00 -5.00
   0.91    0.99  3.50 -4.00
   0.91    0.99  3.00 -3.50
   0.91    0.96  2.00 -4.50
   0.91    0.99  4.00 -4.50
   0.91    0.99  2.50 -3.00
   0.92    0.96  1.50 -3.50
   0.92    0.96  2.00 -1.00
   0.92    0.96  4.00 -2.00
   0.92    0.96  1.00 -0.50
   0.92    0.96  5.00 -2.50
   0.92    0.99  4.50 -5.00
   0.92    0.96  3.00 -1.50
   0.94    0.99  1.00 -2.50
   0.94    0.98  2.50 -2.50
   0.94    0.98  4.50 -4.50
   0.94    0.98  2.00 -2.00
   0.94    0.99  2.00 -5.00
   0.94    0.98  1.00 -1.00
   0.94    0.98  3.00 -3.00
   0.94    0.98  5.00 -5.00
   0.94    0.98  3.50 -3.50
   0.94    0.98  0.50 -0.50
   0.94    0.98  4.00 -4.00
   0.94    0.98  1.50 -1.50
   0.94    1.00  1.50 -4.00
   0.95    0.96  4.50 -2.00
   0.96    0.96  3.50 -1.50
   0.96    0.96  2.50 -1.00
   0.96    0.96  5.00 -2.00
   0.96    1.03  1.00 -3.00
   0.96    1.03  0.50 -1.50
   0.96    1.03  1.50 -4.50
   0.98    0.96  4.00 -1.50
   0.99    1.06  1.00 -3.50
   1.00    1.06  1.50 -5.00
   1.01    0.97  1.50 -0.50
   1.01    0.97  3.00 -1.00
   1.01    0.97  4.50 -1.50
   1.04    1.12  0.50 -2.00
   1.04    1.12  1.00 -4.00
   1.06    0.99  5.00 -1.50
   1.07    0.99  3.50 -1.00
   1.09    1.17  1.00 -4.50
   1.09    1.19  1.00 -5.00
   1.09    1.19  0.50 -2.50
   1.11    1.02  2.00 -0.50
   1.11    1.02  4.00 -1.00
   1.12    1.21  0.50 -3.00
   1.14    1.23  0.50 -4.50
   1.14    1.23  0.50 -3.50
   1.14    1.23  0.50 -4.00
   1.14    1.23  0.50 -5.00
   1.16    1.25  0.00 -4.50
   1.16    1.25  0.00 -1.00
   1.16    1.25  0.00 -0.50
   1.16    1.25  0.00 -1.50
   1.16    1.25  0.00 -2.00
   1.16    1.25  0.00 -2.50
   1.16    1.25  0.00 -3.00
   1.16    1.25  0.00 -3.50
   1.16    1.25  0.00 -4.00
   1.16    1.25  0.00 -5.00
   1.18    1.09  4.50 -1.00
   1.26    1.14  5.00 -1.00
   1.26    1.14  2.50 -0.50
   1.26    1.33 -0.50 -4.00
   1.26    1.33 -0.50 -4.50
   1.26    1.33 -0.50 -5.00
   1.30    1.35 -0.50 -3.50
   1.33    1.22  3.00 -0.50
   1.37    1.40 -0.50 -3.00
   1.41    1.43 -0.50 -2.50
   1.41    1.43 -1.00 -5.00
   1.42    1.28  3.50 -0.50
   1.45    1.44 -1.00 -4.50
   1.46    1.44 -1.00 -4.00
   1.46    1.44 -0.50 -2.00
   1.51    1.30  4.00 -0.50
   1.55    1.33  4.50 -0.50
   1.56    1.50 -1.00 -3.50
   1.57    1.33  5.00 -0.50
   1.57    1.52 -1.00 -3.00
   1.57    1.52 -1.50 -4.50
   1.57    1.52 -0.50 -1.50
   1.57    1.52 -1.50 -5.00
   1.65    1.59 -1.50 -4.00
   1.71    1.61 -2.00 -5.00
   1.71    1.61 -1.00 -2.50
   1.74    1.64 -2.00 -4.50
   1.74    1.64 -1.50 -3.50
   1.81    1.66 -0.50 -1.00
   1.81    1.66 -1.00 -2.00
   1.81    1.66 -1.50 -3.00
   1.81    1.66 -2.50 -5.00
   1.81    1.66 -2.00 -4.00
   1.88    1.70 -2.50 -4.50
   1.90    1.70 -1.50 -2.50
   1.90    1.70 -3.00 -5.00
   1.90    1.71 -2.00 -3.50
   1.91    1.70 -2.50 -4.00
   1.92    1.71 -1.00 -1.50
   1.92    1.71 -2.00 -3.00
   1.92    1.71 -3.00 -4.50
   1.94    1.72 -2.50 -3.50
   1.94    1.72 -3.50 -5.00
   1.98    1.42  5.00  0.00
   1.98    1.42  1.50  0.00
   1.98    1.42  3.00  0.00
   1.98    1.42  2.00  0.00
   1.98    1.42  2.50  0.00
   1.98    1.42  4.00  0.00
   1.98    1.42  4.50  0.00
   1.98    1.42  0.50  0.00
   1.98    1.42  1.00  0.00
   1.98    1.42  3.50  0.00
   2.02    1.74 -3.00 -4.00
   2.02    1.74 -1.50 -2.00
   2.07    1.77 -3.50 -4.50
   2.11    1.78 -2.00 -2.50
   2.11    1.78 -4.00 -5.00
   2.13    1.78 -2.50 -3.00
   2.14    1.78 -3.00 -3.50
   2.16    1.78 -3.50 -4.00
   2.19    1.80 -4.50 -5.00
   2.19    1.80 -4.00 -4.50
   2.25    1.78 -4.50 -4.50
   2.25    1.78 -5.00 -5.00
   2.25    1.78 -3.50 -3.50
   2.25    1.78 -4.00 -4.00
   2.25    1.78 -1.00 -1.00
   2.25    1.78 -2.00 -2.00
   2.25    1.78 -1.50 -1.50
   2.25    1.78 -3.00 -3.00
   2.25    1.78 -2.50 -2.50
   2.25    1.78 -0.50 -0.50
   2.44    1.80 -5.00 -4.50
   2.47    1.80 -4.50 -4.00
   2.48    1.80 -4.00 -3.50
   2.49    1.81 -3.50 -3.00
   2.51    1.79 -3.00 -2.50
   2.55    1.58  5.00  0.50
   2.57    1.78 -5.00 -4.00
   2.57    1.78 -2.50 -2.00
   2.59    1.78 -4.50 -3.50
   2.61    1.78 -4.00 -3.00
   2.61    1.78 -2.00 -1.50
   2.61    1.57  4.50  0.50
   2.62    1.78 -3.50 -2.50
   2.64    1.77 -5.00 -3.50
   2.68    1.59  4.00  0.50
   2.68    1.77 -3.00 -2.00
   2.68    1.77 -4.50 -3.00
   2.68    1.77 -1.50 -1.00
   2.75    1.59  3.50  0.50
   2.77    1.76 -4.00 -2.50
   2.85    1.54  3.00  0.50
   2.86    1.75 -5.00 -3.00
   2.86    1.75 -2.50 -1.50
   2.90    1.73 -3.50 -2.00
   2.92    1.72 -4.50 -2.50
   2.98    1.70 -2.00 -1.00
   2.98    1.70 -1.00 -0.50
   2.98    1.70 -3.00 -1.50
   2.98    1.70 -5.00 -2.50
   2.98    1.70 -4.00 -2.00
   2.98    1.48  5.00  1.00
   2.98    1.48  2.50  0.50
   3.04    1.46  4.50  1.00
   3.10    1.67 -4.50 -2.00
   3.11    1.46  2.00  0.50
   3.11    1.46  4.00  1.00
   3.11    1.68 -3.50 -1.50
   3.14    1.47  3.50  1.00
   3.15    1.67 -5.00 -2.00
   3.15    1.67 -2.50 -1.00
   3.16    1.48  5.00  1.50
   3.17    1.68 -4.00 -1.50
   3.26    1.46  1.50  0.50
   3.26    1.46  3.00  1.00
   3.26    1.46  4.50  1.50
   3.28    1.62 -1.50 -0.50
   3.28    1.62 -4.50 -1.50
   3.28    1.62 -3.00 -1.00
   3.32    1.44  4.00  1.50
   3.34    1.45  5.00  2.00
   3.34    1.45  2.50  1.00
   3.38    1.45  3.50  1.50
   3.38    1.60 -5.00 -1.50
   3.38    1.60 -3.50 -1.00
   3.40    1.43  4.50  2.00
   3.46    1.40  2.00  1.00
   3.46    1.40  3.00  1.50
   3.46    1.40  1.00  0.50
   3.46    1.40  4.00  2.00
   3.46    1.40  5.00  2.50
   3.46    1.57 -4.00 -1.00
   3.46    1.57 -2.00 -0.50
   3.49    1.38  4.50  2.50
   3.51    1.37  3.50  2.00
   3.51    1.54 -4.50 -1.00
   3.51    1.37  2.50  1.50
   3.51    1.37  5.00  3.00
   3.52    1.37  4.00  2.50
   3.55    1.37  1.50  1.00
   3.55    1.37  3.00  2.00
   3.55    1.37  4.50  3.00
   3.56    1.37  5.00  3.50
   3.57    1.36  3.50  2.50
   3.57    1.36  2.00  1.50
   3.57    1.36  4.00  3.00
   3.57    1.36  4.50  3.50
   3.59    1.35  5.00  4.00
   3.59    1.35  2.50  2.00
   3.61    1.49 -5.00 -1.00
   3.61    1.49 -2.50 -0.50
   3.61    1.33  3.00  2.50
   3.63    1.32  3.50  3.00
   3.66    1.32  4.00  3.50
   3.66    1.46 -3.00 -0.50
   3.66    1.32  4.50  4.00
   3.67    1.32  5.00  4.50
   3.70    1.45 -3.50 -0.50
   3.74    1.29  5.00  5.00
   3.74    1.29  2.50  2.50
   3.74    1.29  3.00  3.00
   3.74    1.29  1.50  1.50
   3.74    1.29  4.50  4.50
   3.74    1.29  3.50  3.50
   3.74    1.29  2.00  2.00
   3.74    1.29  4.00  4.00
   3.74    1.29  0.50  0.50
   3.74    1.29  1.00  1.00
   3.79    1.39 -4.00 -0.50
   3.82    1.21  4.50  5.00
   3.83    1.37 -4.50 -0.50
   3.83    1.21  3.50  4.00
   3.83    1.21  4.00  4.50
   3.83    1.38 -5.00 -0.50
   3.86    1.18  3.00  3.50
   3.88    1.18  2.50  3.00
   3.90    1.18  2.00  2.50
   3.90    1.18  4.00  5.00
   3.95    1.14  3.50  4.50
   3.97    1.12  1.50  2.00
   3.97    1.12  3.00  4.00
   4.00    1.09  2.50  3.50
   4.00    1.32 -3.00  0.00
   4.00    1.32 -0.50  0.00
   4.00    1.32 -5.00  0.00
   4.00    1.32 -4.50  0.00
   4.00    1.32 -1.00  0.00
   4.00    1.32 -1.50  0.00
   4.00    1.32 -4.00  0.00
   4.00    1.32 -2.00  0.00
   4.00    1.32 -3.50  0.00
   4.00    1.32 -2.50  0.00
   4.02    1.07  3.50  5.00
   4.02    1.07  2.00  3.00
   4.02    1.07  3.00  4.50
   4.02    1.07  1.00  1.50
   4.06    1.04  2.50  4.00
   4.06    1.04  1.50  2.50
   4.06    1.04  3.00  5.00
   4.09    1.04  2.00  3.50
   4.09    1.04  2.50  4.50
   4.13    1.01  1.50  3.00
   4.13    1.01  0.50  1.00
   4.13    1.01  2.00  4.00
   4.13    1.01  2.50  5.00
   4.13    1.01  1.00  2.00
   4.18    0.98  2.00  4.50
   4.20    0.97  1.50  3.50
   4.20    0.96  1.00  2.50
   4.20    0.96  2.00  5.00
   4.21    1.12 -4.50  0.50
   4.21    1.11 -5.00  0.50
   4.22    0.95  1.50  4.00
   4.24    0.95  1.50  4.50
   4.24    0.95  0.50  1.50
   4.24    0.95  1.00  3.00
   4.24    1.08 -4.00  0.50
   4.25    1.08 -3.50  0.50
   4.25    0.93  1.50  5.00
   4.26    1.08 -3.00  0.50
   4.26    0.93  1.00  3.50
   4.27    0.93  1.00  4.00
   4.27    0.93  0.50  2.00
   4.29    0.92  1.00  4.50
   4.30    0.92  0.50  2.50
   4.30    0.92  1.00  5.00
   4.33    0.99 -2.50  0.50
   4.33    0.99 -5.00  1.00
   4.35    0.88  0.50  3.00
   4.37    0.89  0.50  3.50
