   mean     std    e1    e2
   0.50    0.66  0.50  0.00
   0.51    0.70  0.00  0.50
   0.53    0.70  0.00  0.00
   0.54    0.66  0.50 -0.50
   0.55    0.64  0.50  0.50
   0.58    0.63  1.00  0.50
   0.60    0.62  1.00  0.00
   0.61    0.66  0.50 -1.00
   0.61    0.64  0.50  1.00
   0.61    0.58  1.50  0.00
   0.62    0.69  0.00  1.00
   0.62    0.62  1.00 -0.50
   0.63    0.78  0.00 -0.50
   0.63    0.60  1.50  0.50
   0.63    0.63  1.00  1.00
   0.63    0.61  2.50  0.00
   0.64    0.58  1.50 -0.50
   0.64    0.61  2.50 -0.50
   0.64    0.61  1.50  1.00
   0.65    0.62  2.50  0.50
   0.65    0.58  2.00 -0.50
   0.65    0.59  2.50 -1.00
   0.65    0.61  1.00 -1.00
   0.66    0.64  0.50  1.50
   0.66    0.63  1.00  1.50
   0.66    0.61  2.00  0.50
   0.66    0.57  2.00 -1.00
   0.66    0.63  2.50  1.00
   0.66    0.61  2.00  0.00
   0.66    0.61  1.50  1.50
   0.67    0.63  1.00  2.00
   0.67    0.62  2.00  1.00
   0.67    0.67  3.00  0.00
   0.67    0.66  3.00 -0.50
   0.68    0.66  3.00 -1.00
   0.68    0.60  1.50 -1.00
   0.69    0.68  0.00  1.50
   0.69    0.67  3.00  0.50
   0.69    0.64  3.00 -1.50
   0.69    0.63  1.00 -1.50
   0.69    0.63  2.50  1.50
   0.70    0.63  2.00  1.50
   0.70    0.67  0.50 -1.50
   0.70    0.57  2.50 -1.50
   0.71    0.66  3.50 -1.00
   0.71    0.65  1.00  2.50
   0.71    0.60  1.50 -1.50
   0.71    0.66  0.50  2.00
   0.71    0.62  3.00 -2.00
   0.71    0.63  1.50  2.00
   0.72    0.69  3.00  1.00
   0.72    0.66  3.50 -1.50
   0.72    0.64  1.50  2.50
   0.72    0.66  3.50 -2.00
   0.72    0.69  0.00  2.00
   0.72    0.58  2.00 -1.50
   0.73    0.63  2.50  2.00
   0.73    0.63  2.00  2.00
   0.73    0.65  1.00  3.00
   0.73    0.57  2.50 -2.00
   0.73    0.61  1.50 -2.00
   0.74    0.66  0.50  2.50
   0.74    0.65  1.50  3.00
   0.74    0.71  3.50  0.50
   0.74    0.69  3.50  0.00
   0.74    0.67  1.00 -2.00
   0.74    0.64  2.00  2.50
   0.74    0.68  3.50 -0.50
   0.75    0.59  2.00 -2.00
   0.75    0.71  4.00 -0.50
   0.75    0.61  3.00 -2.50
   0.75    0.70  4.00 -2.50
   0.75    0.65  3.50 -2.50
   0.75    0.71  3.50  1.00
   0.76    0.74  4.00  0.50
   0.76    0.64  2.50  2.50
   0.76    0.69  1.00  3.50
   0.76    0.73  4.00  0.00
   0.76    0.73  4.00  1.00
   0.76    0.64  2.00  3.00
   0.77    0.69  0.50  3.00
   0.77    0.72  4.00 -1.00
   0.77    0.71  4.00 -1.50
   0.77    0.62  2.00 -2.50
   0.77    0.66  2.50  3.00
   0.77    0.70  3.50  1.50
   0.77    0.69  3.00  2.00
   0.77    0.68  3.00  1.50
   0.78    0.65  3.50 -3.00
   0.78    0.76  4.50  0.50
   0.78    0.70  4.00 -2.00
   0.78    0.69  4.00 -3.00
   0.78    0.70  1.00  4.00
   0.78    0.59  2.50 -2.50
   0.78    0.69  3.00  3.00
   0.78    0.76  0.00 -1.00
   0.78    0.76  4.50 -0.50
   0.78    0.67  2.00  3.50
   0.78    0.67  1.50  3.50
   0.78    0.69  3.00  2.50
   0.78    0.66  1.50 -2.50
   0.79    0.76  4.50  0.00
   0.79    0.67  2.50  3.50
   0.79    0.73  4.00  2.50
   0.79    0.73  4.00  2.00
   0.79    0.73  4.00  1.50
   0.79    0.76  4.50 -1.00
   0.79    0.77  4.50  1.00
   0.79    0.72  3.50  2.00
   0.79    0.72  3.50  2.50
   0.80    0.70  4.00 -3.50
   0.80    0.71  0.50  3.50
   0.80    0.69  2.00  4.00
   0.80    0.76  5.00 -1.00
   0.80    0.70  3.00  3.50
   0.80    0.74  2.00  5.00
   0.80    0.69  2.50  4.00
   0.81    0.73  1.00  4.50
   0.81    0.77  5.00  0.50
   0.81    0.78  5.00  0.00
   0.81    0.71  3.50  3.00
   0.81    0.64  3.00 -3.00
   0.81    0.72  0.50  4.00
   0.81    0.75  4.50 -1.50
   0.81    0.76  4.50 -3.00
   0.81    0.74  4.50 -2.50
   0.81    0.74  4.50 -2.00
   0.81    0.78  4.50  1.50
   0.81    0.73  3.00  4.00
   0.81    0.72  0.00  2.50
   0.81    0.64  2.50 -3.00
   0.81    0.73  2.00  4.50
   0.81    0.76  4.50 -3.50
   0.81    0.68  1.50  4.00
   0.81    0.77  5.00  1.00
   0.82    0.75  4.00  3.00
   0.82    0.78  5.00 -0.50
   0.82    0.68  0.50 -2.00
   0.82    0.74  2.50  5.00
   0.82    0.73  2.50  4.50
   0.82    0.76  3.00  4.50
   0.82    0.69  3.50 -3.50
   0.82    0.68  2.00 -3.00
   0.82    0.70  1.50  4.50
   0.82    0.77  5.00 -1.50
   0.83    0.72  3.50  3.50
   0.83    0.70  1.00 -2.50
   0.83    0.77  5.00 -2.00
   0.83    0.74  4.50 -4.00
   0.83    0.76  3.50  4.50
   0.83    0.76  4.00  3.50
   0.83    0.77  5.00 -2.50
   0.83    0.78  4.50  2.00
   0.83    0.72  4.00 -4.00
   0.83    0.67  3.00 -3.50
   0.84    0.80  5.00  2.00
   0.84    0.79  5.00  1.50
   0.84    0.73  0.00  3.00
   0.84    0.73  1.50  5.00
   0.84    0.86 -0.50  1.00
   0.84    0.77  5.00 -3.50
   0.84    0.78  4.50  2.50
   0.84    0.75  3.50  4.00
   0.84    0.77  5.00 -3.00
   0.84    0.73  1.00  5.00
