   mean     std    e1    e2
   0.94    0.54  0.00  0.00
   0.95    0.46  0.00  0.50
   0.97    0.44  0.50  0.00
   0.98    0.50  0.00  1.00
   0.98    0.54  0.50  1.00
   0.98    0.55  1.00 -1.00
   0.99    0.47  0.50  0.50
   0.99    0.44  0.50 -0.50
   0.99    0.62  0.50  1.50
   1.00    0.60  0.50 -2.00
   1.00    0.62  1.00 -2.00
   1.00    0.55  1.00 -1.50
   1.00    0.65  0.00 -1.50
   1.00    0.57  1.00 -0.50
   1.00    0.44  0.50 -1.00
   1.01    0.72  0.50 -2.50
   1.01    0.71  0.50  2.00
   1.01    0.58  0.00 -1.00
   1.01    0.53  0.50 -1.50
   1.02    0.78  0.00 -2.00
   1.02    0.53  0.00  1.50
   1.02    0.67  1.00 -2.50
   1.03    0.48  0.00 -0.50
   1.03    0.66  0.00  3.00
   1.04    0.65 -0.50  1.50
   1.04    0.59  0.00  2.50
   1.04    0.64  1.00  0.00
   1.04    0.72  1.50 -2.50
   1.04    0.57  0.00  2.00
   1.05    0.64 -0.50  1.00
   1.05    0.73  0.50  2.50
   1.05    0.67  1.00  0.50
   1.05    0.74  1.50 -3.00
   1.05    0.78  0.50 -3.00
   1.05    0.72  1.00  1.00
   1.05    0.75  1.00 -3.00
   1.05    0.83  0.00 -2.50
   1.06    0.67 -0.50  2.00
   1.07    0.71  1.50  0.00
   1.07    0.75  0.50  3.00
   1.07    0.71  1.50 -0.50
   1.07    0.71  1.00  1.50
   1.08    0.69  1.50 -2.00
   1.08    0.68 -0.50  0.50
   1.08    0.82  1.00 -3.50
   1.08    0.71  0.00  3.50
   1.08    0.80  1.50 -3.50
   1.09    0.68  1.50 -1.50
   1.09    0.85  1.50 -4.00
   1.09    0.75  1.00  2.00
   1.09    0.69 -0.50  2.50
   1.09    0.68 -0.50  3.00
   1.09    0.70  1.50 -1.00
   1.10    0.82  0.50 -3.50
   1.10    0.85  1.00 -4.00
   1.10    0.79 -0.50 -0.50
   1.10    0.77  0.00  4.00
   1.10    0.81  2.00 -3.50
   1.10    0.73  1.50  0.50
   1.10    0.81  2.00 -4.00
   1.11    0.78  1.00  2.50
   1.11    0.78  2.00 -3.00
   1.11    0.86  1.50 -4.50
   1.12    0.88  2.00 -4.50
   1.12    0.70 -0.50  3.50
   1.12    0.76  2.00 -0.50
   1.12    0.77  2.00 -1.50
   1.13    0.72 -0.50  0.00
   1.13    0.76  2.00 -2.50
   1.13    0.81  0.50  3.50
   1.13    0.75  2.00 -1.00
   1.13    0.76  2.00 -2.00
   1.14    0.83  0.50  4.00
   1.14    0.93  1.00 -4.50
   1.14    0.75  1.50  1.00
   1.14    0.82  0.00  4.50
   1.14    0.92  1.50 -5.00
   1.14    0.84  1.00  3.00
   1.15    0.86  0.50  4.50
   1.15    0.88 -0.50 -1.00
   1.15    0.87  2.50 -4.00
   1.15    0.87  0.00 -3.00
   1.16    0.96 -0.50 -1.50
   1.16    0.84  2.50 -3.50
   1.16    0.89  1.00  4.00
   1.16    0.84  2.50 -3.00
   1.16    0.76  2.00  0.00
   1.16    0.83  2.50 -2.50
   1.16    0.93  2.00 -5.00
   1.17    0.71 -0.50  4.00
   1.17    0.84  0.00  5.00
   1.17    0.79 -0.50  4.50
   1.17    0.80  1.50  1.50
   1.17    0.87  1.00  3.50
   1.17    0.82  2.50 -1.00
   1.18    0.87  0.50  5.00
   1.18    0.83  2.50 -2.00
   1.18    0.91  2.50 -5.00
   1.19    0.88  2.50 -4.50
   1.19    0.92  3.00 -4.50
   1.19    0.94  1.00  4.50
   1.20    0.84 -0.50  5.00
   1.20    0.85  3.00 -3.50
   1.20    0.83  2.00  0.50
   1.20    0.88  3.00 -2.50
   1.20    0.92  0.50 -4.00
   1.20    0.92 -1.00  2.00
   1.20    0.86  1.50  2.50
   1.21    0.91 -1.00  2.50
   1.21    0.93  0.00 -3.50
   1.21    1.00 -0.50 -2.00
   1.21    0.96 -1.00  1.50
   1.21    0.93  3.00 -5.00
   1.21    0.86  3.00 -3.00
   1.21    0.88  3.00 -4.00
   1.21    0.90  1.50  3.00
   1.21    0.83  1.50  2.00
   1.21    0.92 -1.00  3.00
   1.21    0.87  2.50 -0.50
   1.22    0.85  2.50 -1.50
   1.22    1.02  1.00 -5.00
   1.22    0.97 -1.00  1.00
   1.23    0.95  1.00  5.00
   1.23    0.91  3.00 -1.50
   1.23    0.92  3.50 -4.00
   1.23    0.90  3.50 -3.50
   1.23    0.90 -1.00  3.50
   1.24    0.90  3.00 -2.00
   1.24    0.94  1.50  3.50
   1.24    1.03 -1.00  0.00
   1.24    1.00 -1.00  0.50
   1.24    0.94  3.50 -4.50
   1.25    1.08 -1.00 -0.50
   1.25    1.01  3.50 -5.00
   1.25    0.91  2.50  0.00
   1.25    0.93  2.00  2.50
   1.26    0.94  1.50  4.00
   1.26    0.85  2.00  1.00
   1.26    0.94  3.00 -1.00
   1.26    0.97  1.50  4.50
