:::TYPE 6:::
   1.65    1.32  1.50 -2.50
   1.65    1.32  3.00 -5.00
   1.65    1.31  2.50 -4.00
   1.67    1.33  2.50 -5.00
   1.67    1.33  0.50 -1.00
   1.67    1.33  1.00 -2.00
   1.67    1.33  1.50 -3.00
   1.67    1.33  2.00 -4.00
   1.67    1.34  2.50 -4.50
   1.67    1.33  1.00 -1.50
   1.67    1.33  3.00 -4.50
   1.67    1.33  2.00 -3.00
   1.67    1.34  2.00 -3.50
   1.68    1.33  3.50 -5.00
   1.69    1.33  3.00 -3.50
   1.70    1.33  3.50 -4.00
   1.70    1.34  2.00 -2.50
   1.70    1.33  4.00 -4.50
   1.70    1.34  4.00 -5.00
   1.70    1.34  2.50 -3.50

:::TYPE 7:::
   0.50    0.66  0.50  0.00
   0.52    0.67  0.50 -0.50
   0.52    0.66  0.00 -0.50
   0.53    0.70  0.00  0.00
   0.58    0.69 -0.50 -0.50
   0.62    0.66  1.00  0.00
   0.63    0.82 -0.50  0.00
   0.63    0.80  0.00  0.50
   0.65    0.65  0.00 -1.00
   0.68    0.64  1.50  0.00
   0.69    0.79  0.50  0.50
   0.70    0.66 -0.50 -1.00
   0.71    0.69 -1.00 -0.50
   0.71    0.63  1.00 -0.50
   0.72    0.63  0.50 -1.00
   0.72    0.79  1.00  0.50
   0.72    0.82 -0.50  0.50
   0.73    0.62  1.50 -0.50
   0.73    0.63  0.00 -1.50
   0.74    0.67  2.00  0.00

:::TYPE 8:::
   2.21    1.63  3.00  0.00
   2.21    1.63  4.50  0.00
   2.21    1.63  2.00  0.00
   2.21    1.63  5.00  0.00
   2.21    1.63  4.00  0.00
   2.21    1.63  1.50  0.00
   2.21    1.63  2.50  0.00
   2.21    1.63  0.50  0.00
   2.21    1.63  1.00  0.00
   2.21    1.63  3.50  0.00
   3.21    1.86  5.00  1.00
   3.21    1.86  2.00  0.50
   3.21    1.86  3.50  1.00
   3.21    1.86  3.50  0.50
   3.21    1.86  2.50  0.50
   3.21    1.86  4.50  1.00
   3.21    1.86  4.50  1.50
   3.21    1.86  3.00  1.00
   3.21    1.86  4.00  1.00
   3.21    1.86  3.00  0.50

:::TYPE 9:::
   0.50    0.66  0.50  0.00
   0.53    0.70  0.00  0.00
   0.62    0.66  1.00  0.00
   0.63    0.82 -0.50  0.00
   0.68    0.64  1.50  0.00
   0.74    0.67  2.00  0.00
   0.79    0.70  2.50  0.00
   0.81    0.77 -1.00  0.00
   0.87    0.70  3.00  0.00
   0.90    0.78 -1.50  0.00
   0.92    0.74  3.50  0.00
   0.98    0.77  4.00  0.00
   1.01    0.78  4.50  0.00
   1.04    0.82 -2.00  0.00
   1.04    0.80  5.00  0.00
   1.15    0.83 -2.50  0.00
   1.33    0.93 -3.00  0.00
   1.47    0.96 -3.50  0.00
   1.63    1.02 -4.00  0.00
   1.79    1.10 -4.50  0.00

:::TYPE 10:::
   0.89    0.88  3.50 -1.50
   0.91    0.98  4.50 -0.50
   0.91    0.64  0.00  1.00
   0.93    0.98  4.00 -1.00
   0.95    0.62  0.50  0.50
   0.95    0.74 -0.50  1.50
   0.96    0.99  5.00  0.00
   0.96    0.67  0.00  1.50
   0.97    0.59  0.00  0.50
   0.97    0.96  4.00 -0.50
   0.97    0.64  0.50  0.00
   0.98    0.64  0.50  1.00
   0.98    0.96  5.00  0.50
   0.98    0.96  4.50  0.00
   0.98    0.96  4.50  0.50
   0.99    0.78 -0.50  1.00
   1.00    1.00  5.00 -0.50
   1.00    1.00  4.50 -1.50
   1.00    1.00  4.50 -1.00
   1.00    0.97  5.00  1.00

:::TYPE 11:::
   0.94    0.54  0.00  0.00
   0.95    0.46  0.00  0.50
   0.97    0.44  0.50  0.00
   0.98    0.50  0.00  1.00
   0.98    0.54  0.50  1.00
   0.98    0.55  1.00 -1.00
   0.99    0.47  0.50  0.50
   0.99    0.44  0.50 -0.50
   0.99    0.62  0.50  1.50
   1.00    0.60  0.50 -2.00
   1.00    0.62  1.00 -2.00
   1.00    0.55  1.00 -1.50
   1.00    0.65  0.00 -1.50
   1.00    0.57  1.00 -0.50
   1.00    0.44  0.50 -1.00
   1.01    0.72  0.50 -2.50
   1.01    0.71  0.50  2.00
   1.01    0.58  0.00 -1.00
   1.01    0.53  0.50 -1.50
   1.02    0.78  0.00 -2.00

