   mean     std    e1    e2
   0.89    0.88  3.50 -1.50
   0.91    0.98  4.50 -0.50
   0.91    0.64  0.00  1.00
   0.93    0.98  4.00 -1.00
   0.95    0.62  0.50  0.50
   0.95    0.74 -0.50  1.50
   0.96    0.99  5.00  0.00
   0.96    0.67  0.00  1.50
   0.97    0.59  0.00  0.50
   0.97    0.96  4.00 -0.50
   0.97    0.64  0.50  0.00
   0.98    0.64  0.50  1.00
   0.98    0.96  5.00  0.50
   0.98    0.96  4.50  0.00
   0.98    0.96  4.50  0.50
   0.99    0.78 -0.50  1.00
   1.00    1.00  5.00 -0.50
   1.00    1.00  4.50 -1.50
   1.00    1.00  4.50 -1.00
   1.00    0.97  5.00  1.00
   1.01    0.98  5.00  1.50
   1.02    0.72 -0.50  2.00
   1.02    0.71  0.00  2.00
   1.02    0.73  0.50  1.50
   1.02    0.74  1.00  0.00
   1.03    0.64  0.00  0.00
   1.03    0.69  0.50 -0.50
   1.03    0.75 -0.50  2.50
   1.04    0.72  1.00 -0.50
   1.04    0.94  3.50 -1.00
   1.05    0.75  1.00  0.50
   1.05    0.78  1.00  1.00
   1.06    0.79  1.50 -0.50
   1.07    0.94  0.50 -2.50
   1.07    1.03  5.00 -1.00
   1.07    0.77  1.00 -1.00
   1.08    0.96  0.00 -2.00
   1.08    0.77  1.50  0.00
   1.08    1.04  4.00  0.00
   1.08    1.04  4.50  1.00
   1.09    0.81  0.00 -1.00
   1.09    0.94 -1.00  2.00
   1.09    0.78 -0.50  3.00
   1.09    0.97  0.50 -3.00
   1.09    0.72  0.00 -0.50
   1.10    0.86 -0.50  0.50
   1.10    0.79  1.50  0.50
   1.10    0.76  0.00  2.50
   1.10    0.81  0.50 -1.50
   1.10    0.92  0.00 -1.50
   1.11    0.90  0.50 -2.00
   1.11    0.81  0.50  2.00
   1.11    0.83  2.00 -0.50
   1.11    0.82  2.00 -1.00
   1.12    0.98 -1.00  1.50
   1.12    0.84  1.00  1.50
   1.12    0.89 -1.00  2.50
   1.12    1.06  5.00  2.00
   1.12    1.00  0.00 -2.50
   1.12    0.82  1.50 -1.00
   1.12    1.11  4.00 -1.50
   1.13    0.92  1.00 -2.50
   1.13    0.77  0.50 -1.00
   1.14    0.92 -1.00  3.00
   1.14    0.99 -0.50 -0.50
   1.14    0.86  2.00 -1.50
   1.14    0.85  2.00  0.00
   1.14    0.91  2.50 -1.00
   1.14    0.89  1.00 -2.00
   1.14    1.09 -0.50 -1.50
   1.15    0.93  1.50 -2.50
   1.15    0.84  1.00 -1.50
   1.15    0.86  0.00  3.00
   1.15    0.96  1.00 -3.00
   1.16    1.02 -0.50 -1.00
   1.16    0.98  3.00 -1.50
   1.16    0.88  0.50  2.50
   1.17    0.91 -0.50  0.00
   1.17    0.92  2.50 -0.50
   1.17    0.88  1.50  1.00
   1.17    1.06 -1.00  1.00
   1.18    1.05  0.50 -3.50
   1.18    0.89 -0.50  3.50
   1.18    0.84  1.50 -1.50
   1.18    0.97  1.50 -3.00
   1.18    0.85  1.50 -2.00
   1.18    1.00  3.50 -0.50
   1.19    0.91  1.00  2.00
   1.19    0.92  2.50 -2.00
   1.19    1.11 -1.00  0.50
   1.19    0.87  2.00 -2.00
   1.19    1.00  1.00 -3.50
   1.19    0.92  2.50 -1.50
   1.20    1.17  4.00  0.50
   1.20    1.04  3.00 -4.50
   1.20    0.97  2.00  0.50
   1.20    0.98  3.00 -1.00
   1.20    1.12 -0.50 -2.00
   1.20    1.13 -1.00  0.00
   1.20    0.95  3.00 -3.50
   1.20    0.96  3.00 -4.00
   1.21    1.19  5.00  2.50
   1.21    0.92 -1.00  3.50
   1.21    1.06  3.00 -5.00
   1.21    1.20 -1.00 -0.50
   1.21    1.03  0.00 -3.00
   1.21    0.90  2.00 -2.50
   1.21    1.09 -1.50  2.50
   1.21    0.97  0.50  3.00
   1.21    0.97  1.50  1.50
   1.23    0.97  1.00  2.50
   1.23    0.96  3.00 -2.00
   1.24    1.22 -1.00 -1.00
   1.24    1.08 -1.50  3.50
   1.24    1.22  4.50  1.50
   1.24    1.05  0.00 -3.50
   1.24    0.96 -0.50  4.00
   1.24    1.00  2.50 -5.00
   1.25    1.04  3.50 -2.00
   1.25    1.06 -1.50  3.00
   1.25    0.43  3.50 -3.00
   1.25    0.96  0.00  3.50
   1.26    1.00  1.50 -3.50
   1.26    1.03  2.00  1.00
   1.26    0.96  3.00 -3.00
   1.27    1.18 -0.50 -2.50
   1.27    1.00  2.50  0.00
   1.27    1.00 -1.00  4.00
   1.27    1.10 -1.50  2.00
   1.27    1.00  2.00 -3.50
   1.27    0.94  2.00 -3.00
   1.27    1.00  2.50 -4.50
   1.27    1.25 -1.00 -1.50
   1.27    1.02 -0.50  4.50
   1.27    1.04  1.50  2.00
   1.27    1.14  3.50  0.00
   1.27    1.06 -1.50  4.00
   1.28    1.05  3.00 -0.50
   1.28    1.05  2.50  0.50
   1.28    1.06  1.00 -4.00
   1.28    1.00  2.50 -4.00
   1.29    1.01  0.00  4.00
   1.29    1.02 -1.00  4.50
   1.29    1.05  1.00  3.00
