   mean     std    e1    e2
   0.44    0.66  1.00 -0.50
   0.45    0.66  1.50 -0.50
   0.46    0.63  2.00 -1.00
   0.47    0.67  0.50 -0.50
   0.48    0.64  1.50 -1.00
   0.48    0.60  2.50 -1.50
   0.49    0.62  2.50 -1.00
   0.50    0.60  3.00 -1.50
   0.50    0.61  2.00 -1.50
   0.51    0.71  0.50  0.00
   0.52    0.62  3.00 -1.00
   0.52    0.59  3.00 -2.00
   0.53    0.57  4.00 -2.00
   0.53    0.65  1.00 -1.00
   0.53    0.59  2.50 -2.00
   0.53    0.65  2.00 -0.50
   0.53    0.59  3.50 -1.50
   0.53    0.58  3.50 -2.00
   0.53    0.67  0.00 -0.50
   0.54    0.63  1.50 -1.50
   0.54    0.70  0.00  0.00
   0.54    0.71  1.00  0.00
   0.54    0.59  3.50 -2.50
   0.55    0.57  4.50 -2.00
   0.55    0.59  3.00 -2.50
   0.55    0.59  4.00 -2.50
   0.55    0.61  2.00 -2.00
   0.55    0.58  4.00 -1.50
   0.55    0.60  2.50 -2.50
   0.56    0.61  3.50 -1.00
   0.56    0.58  4.50 -2.50
   0.56    0.59  3.50 -3.00
   0.56    0.60  3.00 -3.00
   0.56    0.66  0.50 -1.00
   0.56    0.57  5.00 -2.00
   0.56    0.58  5.00 -2.50
   0.56    0.60  4.00 -3.00
   0.57    0.59  4.50 -3.00
   0.57    0.60  5.00 -3.00
   0.57    0.61  4.00 -3.50
   0.57    0.57  4.50 -1.50
   0.57    0.62  2.00 -2.50
   0.58    0.62  1.50 -2.00
   0.58    0.64  2.50 -0.50
   0.58    0.62  4.50 -3.50
   0.58    0.65  1.00 -1.50
   0.58    0.62  3.50 -3.50
   0.59    0.62  5.00 -3.50
   0.59    0.62  2.50 -3.00
   0.59    0.68 -0.50 -0.50
   0.59    0.63  3.00 -3.50
   0.59    0.57  5.00 -1.50
   0.60    0.64  5.00 -4.00
   0.60    0.64  4.00 -4.00
   0.60    0.65  4.50 -4.00
   0.61    0.59  4.00 -1.00
   0.61    0.65  3.50 -4.00
   0.61    0.67  5.00 -4.50
   0.61    0.63  3.00 -0.50
   0.61    0.65  2.00 -3.00
   0.61    0.65  1.50 -2.50
   0.61    0.67  4.50 -4.50
   0.61    0.76 -0.50  0.00
   0.62    0.66  4.00 -4.50
   0.62    0.69  0.00 -1.00
   0.62    0.65  2.50 -3.50
   0.62    0.71  1.50  0.00
   0.62    0.66  3.00 -4.00
   0.63    0.63  3.50 -0.50
   0.63    0.71  5.00 -5.00
   0.63    0.68  3.50 -4.50
   0.64    0.59  4.50 -1.00
   0.64    0.70  4.50 -5.00
   0.64    0.65  1.00 -2.00
   0.64    0.68  0.50 -1.50
   0.65    0.68  2.00 -3.50
   0.65    0.71  4.00 -5.00
   0.65    0.68  1.50 -3.00
   0.65    0.70  2.50 -4.00
   0.65    0.71  3.00 -4.50
   0.66    0.58  5.00 -1.00
   0.67    0.73  3.50 -5.00
   0.68    0.61  4.00 -0.50
   0.68    0.68  1.00 -2.50
   0.68    0.69  2.00  0.00
