   mean     std    e1    e2
   0.50    0.50  3.50 -2.50
   0.62    0.63  3.00 -1.00
   0.62    0.61  2.00  0.00
   0.62    0.61  1.50  0.50
   0.63    0.64  2.00  0.50
   0.63    0.58  1.50  0.00
   0.63    0.62  2.50 -0.50
   0.64    0.61  1.00  1.00
   0.64    0.58  1.00  0.50
   0.64    0.65  2.50  0.00
   0.64    0.65  3.00 -0.50
   0.65    0.60  2.00 -0.50
   0.65    0.64  1.50  1.00
   0.65    0.67  2.50  0.50
   0.65    0.67  2.00  1.00
   0.66    0.62  3.00 -1.50
   0.66    0.61  2.50 -1.00
   0.67    0.68  1.50  1.50
   0.67    0.66  3.00  0.00
   0.67    0.64  1.00  1.50
   0.68    0.70  2.50  1.00
   0.69    0.62  2.00 -1.00
   0.69    0.70  3.00  0.50
   0.70    0.71  2.00  1.50
   0.70    0.59  1.50 -0.50
   0.70    0.57  1.00  0.00
   0.70    0.70  1.00  2.00
   0.71    0.74  1.50  2.00
   0.71    0.73  2.50  1.50
   0.72    0.63  2.50 -1.50
   0.72    0.58  0.50  1.50
   0.72    0.74  3.00  1.00
   0.73    0.55  0.50  1.00
   0.73    0.65  3.00 -2.00
   0.73    0.66  0.50  2.00
   0.73    0.79  1.00  2.50
   0.74    0.76  2.00  2.00
   0.75    0.73  0.50  2.50
   0.75    0.55  0.50  0.50
   0.75    0.82  1.00  3.00
   0.75    0.77  2.50  2.00
   0.75    0.77  3.00  1.50
   0.76    0.80  1.50  2.50
   0.76    0.69  3.00 -2.50
   0.77    0.80  2.00  2.50
   0.77    0.82  1.50  3.00
   0.78    0.88  1.00  3.50
   0.78    0.81  3.00  2.00
   0.79    0.41  3.50 -2.00
   0.79    0.82  0.50  3.00
   0.79    0.83  2.00  3.00
   0.80    0.70  2.50 -2.00
   0.80    0.73  3.00 -3.00
   0.80    0.68  2.00 -1.50
   0.80    0.80  2.50  2.50
   0.80    0.92  1.00  4.00
   0.80    0.65  1.50 -1.00
   0.81    0.88  0.50  3.50
   0.81    0.87  1.50  3.50
   0.81    0.62  1.00 -0.50
   0.82    0.91  0.50  4.00
   0.83    0.84  2.50  3.00
   0.83    0.84  3.00  2.50
   0.83    0.51  0.00  1.00
   0.83    0.86  2.00  3.50
   0.84    0.95  1.00  4.50
   0.84    0.94  0.50  4.50
   0.84    0.91  1.50  4.00
   0.84    0.58  0.00  2.00
   0.85    0.67  0.00  2.50
   0.85    0.76  3.00 -3.50
   0.85    0.62  3.50 -1.50
   0.86    0.97  0.50  5.00
   0.87    0.61  5.00  0.00
   0.87    0.99  1.00  5.00
   0.87    0.67  3.50 -1.00
   0.87    0.91  2.00  4.00
   0.87    0.51  0.00  1.50
   0.87    0.96  1.50  4.50
   0.87    0.87  2.50  3.50
   0.87    0.78  0.00  3.00
   0.88    0.71  2.00 -2.00
   0.88    0.57  0.50  0.00
   0.89    0.82  3.50  2.00
   0.89    0.98  1.50  5.00
   0.89    0.69  1.50 -1.50
   0.89    0.88  3.00  3.00
   0.89    0.57  3.50 -3.00
   0.89    0.60  4.00 -1.00
   0.89    0.76  2.50 -2.50
   0.89    0.62  4.50 -0.50
   0.89    0.95  2.00  4.50
   0.90    0.96  0.00  5.00
   0.90    0.65  1.00 -1.00
   0.90    0.81  3.50  1.50
   0.90    0.91  2.50  4.00
   0.90    0.86  0.00  3.50
   0.90    0.85  3.50  2.50
   0.91    0.90  0.00  4.00
   0.91    0.79  3.50  1.00
   0.91    0.66  4.50  0.00
   0.91    0.66  5.00  0.50
   0.91    0.66  5.00  1.00
   0.91    0.93  0.00  4.50
   0.91    0.66  4.00 -0.50
   0.91    0.97  2.00  5.00
   0.92    0.67  3.50 -0.50
   0.92    0.67  4.50  0.50
   0.92    0.70  3.50  0.00
   0.93    0.82  3.00 -4.00
   0.93    0.77  3.50  0.50
   0.94    0.96  2.50  4.50
   0.94    0.90  3.00  3.50
   0.94    0.54  0.00  0.50
   0.95    0.71  5.00  1.50
   0.95    0.82  2.50 -3.00
   0.95    0.71  4.00  0.00
   0.95    0.89  3.50  3.00
   0.95    0.79  2.00 -2.50
   0.96    0.98  2.50  5.00
   0.96    0.60  0.50 -0.50
   0.97    0.76  1.50 -2.00
   0.97    0.83  4.00  4.00
   0.97    0.83  4.00  4.50
   0.97    0.74  1.00 -1.50
   0.97    0.83  4.00  3.50
   0.98    0.95  3.00  4.00
   0.99    0.75 -0.50  2.50
   0.99    0.83  4.50  5.00
   0.99    0.69 -0.50  2.00
   0.99    0.91  3.50  3.50
   0.99    0.83  4.00  3.00
   1.00    0.83  4.00  2.50
   1.00    0.00  4.00 -4.50
   1.00    0.83  4.50  4.50
   1.00    0.00  5.00 -1.00
   1.00    0.87  3.00 -4.50
   1.01    0.77  4.50  1.00
   1.01    0.78  5.00  2.00
   1.01    0.81 -0.50  3.00
   1.01    0.82  4.50  4.00
   1.02    0.86  4.00  5.00
   1.02    0.78  4.00  0.50
   1.02    0.96  3.00  4.50
   1.02    0.94  3.50  4.00
   1.02    0.83  4.50  3.50
   1.02    0.83  4.00  2.00
   1.02    0.79  4.50  1.50
   1.02    0.83  5.00  5.00
   1.03    0.94  3.50  4.50
   1.03    0.80  5.00  2.50
   1.03    0.88  2.50 -3.50
   1.04    1.01 -0.50  5.00
   1.04    0.83  5.00  4.50
   1.04    0.83  4.50  3.00
   1.04    0.84  4.00  1.50
   1.04    1.00  3.00  5.00
   1.04    0.90 -0.50  3.50
   1.04    0.98 -0.50  4.50
   1.04    0.82  1.50 -2.50
   1.04    0.84  2.00 -3.00
   1.04    0.82  4.00  1.00
   1.04    0.66 -0.50  1.50
   1.05    0.96  3.50  5.00
   1.05    0.54  0.00  0.00
   1.05    0.83  4.50  2.50
   1.05    0.83  5.00  4.00
   1.05    0.96 -0.50  4.00
   1.06    0.23  4.00 -1.50
   1.06    0.83  4.50  2.00
   1.06    0.83  5.00  3.50
   1.06    0.83  5.00  3.00
   1.06    0.90  3.00 -5.00
   1.07    0.73  0.50 -1.00
   1.07    0.85  3.50 -3.50
   1.07    0.81  1.00 -2.00
   1.09    0.35  5.00 -0.50
   1.09    0.90  2.50 -4.00
   1.10    0.30  4.50 -1.00
   1.11    0.70 -0.50  1.00
   1.12    0.85  1.50 -3.00
   1.13    0.88  2.00 -3.50
   1.13    0.76  0.50 -1.50
   1.13    0.93  3.50 -4.00
   1.15    0.63  0.00 -0.50
   1.16    0.94  2.50 -4.50
   1.19    0.85  1.00 -2.50
   1.19    0.92  2.00 -4.00
   1.21    0.81  0.50 -2.00
   1.21    0.98  2.50 -5.00
   1.22    1.15 -1.00  5.00
   1.23    1.12 -1.00  4.50
   1.24    0.88  1.50 -3.50
   1.24    1.10 -1.00  4.00
   1.24    0.89  1.00 -3.00
   1.25    0.70  0.00 -1.00
   1.25    0.80 -0.50  0.50
   1.25    1.01 -1.00  3.00
   1.25    1.06 -1.00  3.50
   1.27    0.94  2.00 -4.50
   1.27    1.08  3.50 -4.50
   1.27    0.95 -1.00  2.50
   1.30    0.86  0.50 -2.50
   1.30    0.81 -0.50  0.00
   1.33    0.76  0.00 -1.50
   1.33    0.93  1.50 -4.00
   1.34    0.93  1.00 -3.50
   1.35    0.97  2.00 -5.00
   1.36    1.15  3.50 -5.00
   1.37    0.93 -1.00  2.00
   1.37    0.92  0.50 -3.00
   1.40    0.85 -0.50 -0.50
   1.40    0.98  1.50 -4.50
   1.41    1.23 -1.50  5.00
   1.42    0.85  0.00 -2.00
   1.43    1.19 -1.50  4.00
   1.43    1.20 -1.50  4.50
   1.44    0.99 -1.00  1.50
   1.45    0.97  1.00 -4.00
   1.45    0.96  0.50 -3.50
   1.47    1.02  1.50 -5.00
   1.48    1.14 -1.50  3.50
   1.48    0.93  0.00 -2.50
   1.49    0.90 -0.50 -1.00
   1.54    1.04 -1.00  1.00
   1.54    1.11 -1.50  3.00
   1.55    1.03  0.50 -4.00
   1.56    1.00  0.00 -3.00
   1.57    1.00  1.00 -4.50
   1.59    1.31 -2.00  5.00
   1.60    1.11 -1.50  2.50
   1.61    1.29 -2.00  4.50
   1.61    0.96 -0.50 -1.50
   1.62    1.05 -1.00  0.50
   1.63    1.08  0.00 -3.50
   1.67    1.07  1.00 -5.00
   1.68    1.23 -2.00  4.00
   1.69    1.15  0.00 -4.00
   1.70    1.01 -0.50 -2.00
   1.71    1.08  0.50 -4.50
   1.71    1.16 -1.50  2.00
   1.71    1.11 -1.00  0.00
