:::TYPE 6:::
   0.86    0.98  4.00 -2.50
   0.86    0.97  4.00 -2.00
   0.86    0.97  5.00 -2.50
   0.86    0.97  1.00 -0.50
   0.86    0.97  3.00 -1.50
   0.86    0.97  2.00 -1.00
   0.87    0.98  3.50 -2.50
   0.87    0.98  3.50 -2.00
   0.87    0.98  4.50 -2.50
   0.87    0.99  5.00 -3.00
   0.87    0.99  2.50 -1.50
   0.87    0.98  5.00 -3.50
   0.87    0.98  4.00 -3.00
   0.87    0.98  2.00 -1.50
   0.87    1.00  4.50 -2.00
   0.88    0.99  1.50 -1.00
   0.88    0.99  3.00 -2.00
   0.88    0.99  4.50 -3.00
   0.88    1.00  3.50 -1.50
   0.89    1.00  4.50 -3.50

:::TYPE 7:::
   0.44    0.66  1.00 -0.50
   0.45    0.66  1.50 -0.50
   0.46    0.63  2.00 -1.00
   0.47    0.67  0.50 -0.50
   0.48    0.64  1.50 -1.00
   0.48    0.60  2.50 -1.50
   0.49    0.62  2.50 -1.00
   0.50    0.60  3.00 -1.50
   0.50    0.61  2.00 -1.50
   0.51    0.71  0.50  0.00
   0.52    0.62  3.00 -1.00
   0.52    0.59  3.00 -2.00
   0.53    0.57  4.00 -2.00
   0.53    0.65  1.00 -1.00
   0.53    0.59  2.50 -2.00
   0.53    0.65  2.00 -0.50
   0.53    0.59  3.50 -1.50
   0.53    0.58  3.50 -2.00
   0.53    0.67  0.00 -0.50
   0.54    0.63  1.50 -1.50

:::TYPE 8:::
   1.27    1.49  5.00  0.50
   1.28    1.49  4.50  0.50
   1.29    1.50  4.00  0.50
   1.30    1.50  3.50  0.50
   1.30    1.50  3.00  0.50
   1.31    1.51  2.50  0.50
   1.31    1.51  5.00  1.00
   1.32    1.51  4.50  1.00
   1.32    1.51  2.00  0.50
   1.32    1.51  4.00  1.00
   1.33    1.51  3.50  1.00
   1.34    1.52  5.00  1.50
   1.35    1.52  1.50  0.50
   1.35    1.52  3.00  1.00
   1.35    1.52  4.50  1.50
   1.36    1.52  5.00  2.00
   1.36    1.52  4.00  1.50
   1.36    1.52  2.50  1.00
   1.36    1.53  3.50  1.50
   1.37    1.53  5.00  2.50

:::TYPE 9:::
   0.51    0.71  0.50  0.00
   0.54    0.70  0.00  0.00
   0.54    0.71  1.00  0.00
   0.61    0.76 -0.50  0.00
   0.62    0.71  1.50  0.00
   0.68    0.69  2.00  0.00
   0.72    0.79 -1.00  0.00
   0.72    0.69  2.50  0.00
   0.76    0.69  3.00  0.00
   0.79    0.68  3.50  0.00
   0.81    0.67  4.00  0.00
   0.81    0.77 -1.50  0.00
   0.84    0.67  4.50  0.00
   0.86    0.68  5.00  0.00
   0.92    0.77 -2.00  0.00
   1.04    0.79 -2.50  0.00
   1.18    0.85 -3.00  0.00
   1.32    0.89 -3.50  0.00
   1.46    0.93 -4.00  0.00
   1.60    1.00 -4.50  0.00

:::TYPE 10:::
   0.50    0.50  3.50 -2.50
   0.62    0.63  3.00 -1.00
   0.62    0.61  2.00  0.00
   0.62    0.61  1.50  0.50
   0.63    0.64  2.00  0.50
   0.63    0.58  1.50  0.00
   0.63    0.62  2.50 -0.50
   0.64    0.61  1.00  1.00
   0.64    0.58  1.00  0.50
   0.64    0.65  2.50  0.00
   0.64    0.65  3.00 -0.50
   0.65    0.60  2.00 -0.50
   0.65    0.64  1.50  1.00
   0.65    0.67  2.50  0.50
   0.65    0.67  2.00  1.00
   0.66    0.62  3.00 -1.50
   0.66    0.61  2.50 -1.00
   0.67    0.68  1.50  1.50
   0.67    0.66  3.00  0.00
   0.67    0.64  1.00  1.50

:::TYPE 11:::
   0.53    0.59  1.00  3.50
   0.54    0.59  1.00  3.00
   0.54    0.59  1.00  4.00
   0.55    0.59  1.00  2.50
   0.55    0.60  1.50  1.50
   0.55    0.60  1.50  2.00
   0.56    0.59  1.00  4.50
   0.56    0.61  1.50  3.00
   0.56    0.61  1.50  2.50
   0.56    0.60  0.50  4.50
   0.57    0.60  1.50  1.00
   0.57    0.59  1.00  2.00
   0.57    0.60  0.50  4.00
   0.57    0.60  1.50  3.50
   0.57    0.61  2.00  1.00
   0.57    0.59  0.50  3.50
   0.57    0.61  2.00  0.50
   0.57    0.60  1.00  5.00
   0.57    0.62  2.00  1.50
   0.58    0.58  1.00  1.50

