:::TYPE 6:::
   0.02    0.16  1.50 -1.00
   0.02    0.16  4.50 -3.00
   0.02    0.16  3.00 -2.00
   0.02    0.16  4.00 -2.50
   0.03    0.17  2.50 -1.50
   0.03    0.17  3.50 -2.00
   0.03    0.17  4.50 -2.50
   0.03    0.17  5.00 -3.00
   0.03    0.17  5.00 -2.50
   0.03    0.17  2.00 -1.00
   0.03    0.23  5.00 -4.50
   0.03    0.23  3.50 -3.00
   0.03    0.17  1.00 -0.50
   0.03    0.17  4.00 -2.00
   0.03    0.23  4.00 -3.50
   0.03    0.23  4.50 -4.00
   0.03    0.17  3.00 -1.50
   0.03    0.23  3.00 -2.50
   0.03    0.23  5.00 -4.00
   0.03    0.23  2.50 -2.00

:::TYPE 7:::
   0.04    0.20  5.00 -5.00
   0.04    0.20  5.00 -4.50
   0.04    0.21  4.50 -5.00
   0.04    0.22  4.00 -5.00
   0.04    0.21  4.00 -4.50
   0.04    0.21  4.50 -4.50
   0.04    0.21  5.00 -4.00
   0.04    0.22  3.50 -5.00
   0.04    0.21  4.00 -4.00
   0.04    0.21  4.50 -4.00
   0.05    0.23  3.50 -4.50
   0.05    0.22  4.00 -3.50
   0.05    0.22  5.00 -3.00
   0.05    0.22  5.00 -3.50
   0.05    0.22  4.50 -3.50
   0.05    0.24  3.50 -4.00
   0.05    0.24  3.50 -3.50
   0.06    0.27  3.00 -5.00
   0.06    0.24  4.50 -3.00
   0.06    0.24  4.00 -3.00

:::TYPE 8:::
   0.02    0.21  3.50  1.50
   0.02    0.21  4.00  1.50
   0.02    0.21  5.00  2.00
   0.02    0.21  2.50  1.00
   0.02    0.22  1.50  0.50
   0.02    0.22  4.50  1.50
   0.02    0.22  3.00  1.00
   0.02    0.22  3.50  1.00
   0.02    0.22  5.00  1.50
   0.02    0.22  4.50  2.00
   0.02    0.23  3.50  3.00
   0.02    0.23  3.00  3.00
   0.02    0.23  3.50  3.50
   0.02    0.23  4.00  2.00
   0.02    0.23  4.00  2.50
   0.02    0.23  4.00  3.00
   0.02    0.23  4.00  3.50
   0.02    0.23  4.00  4.00
   0.02    0.23  4.50  1.00
   0.02    0.23  4.50  2.50

:::TYPE 9:::
   0.04    0.25  5.00  4.50
   0.04    0.25  5.00  5.00
   0.04    0.25  5.00  4.00
   0.04    0.23  5.00  1.00
   0.04    0.25  4.50  1.50
   0.04    0.25  5.00  1.50
   0.04    0.27  4.50  5.00
   0.04    0.26  4.50  4.50
   0.04    0.23  4.50  1.00
   0.04    0.27  3.50  5.00
   0.04    0.26  4.00  4.00
   0.04    0.27  4.00  5.00
   0.04    0.25  4.50  3.50
   0.04    0.26  4.50  4.00
   0.04    0.25  5.00  2.00
   0.04    0.25  5.00  2.50
   0.04    0.25  5.00  3.00
   0.04    0.25  5.00  3.50
   0.04    0.26  4.50  3.00
   0.04    0.26  4.50  2.50

:::TYPE 10:::
   0.00    0.00  5.00 -2.00
   0.03    0.17  4.00 -2.50
   0.20    0.40  4.00 -4.50
   0.22    0.43  3.50 -2.50
   0.22    0.43  3.50 -3.00
   0.23    0.46  4.00 -2.00
   0.24    0.48  3.50 -1.50
   0.25    0.48  3.50 -1.00
   0.27    0.49  3.50 -2.00
   0.27    0.49  3.00 -1.00
   0.27    0.52  3.50 -0.50
   0.27    0.50  3.00 -0.50
   0.28    0.50  3.50 -3.50
   0.29    0.56  3.50  0.00
   0.30    0.50  3.00 -1.50
   0.30    0.55  3.00  0.00
   0.30    0.53  4.00 -1.50
   0.32    0.51  2.50 -0.50
   0.32    0.55  4.00 -1.00
   0.32    0.60  3.50  0.50

:::TYPE 11:::
   0.05    0.23  5.00  5.00
   0.05    0.23  5.00  3.00
   0.05    0.23  5.00  4.50
   0.05    0.23  5.00  4.00
   0.05    0.23  5.00  3.50
   0.05    0.23  5.00  2.50
   0.06    0.24  4.50  3.00
   0.06    0.24  5.00  2.00
   0.06    0.24  5.00  1.50
   0.06    0.24  5.00  1.00
   0.06    0.24  4.50  4.50
   0.06    0.24  4.50  4.00
   0.06    0.24  4.50  3.50
   0.06    0.24  4.50  2.50
   0.06    0.24  4.50  5.00
   0.06    0.24  4.50  2.00
   0.06    0.24  5.00 -0.50
   0.06    0.24  5.00  0.50
   0.06    0.24  5.00  0.00
   0.06    0.24  4.50  1.50

