   mean     std    e1    e2
   0.51    0.67  0.00  0.50
   0.53    0.70  0.00  0.00
   0.56    0.67  0.50 -1.00
   0.59    0.81  0.00 -0.50
   0.60    0.66  0.50 -0.50
   0.62    0.67  0.00  1.00
   0.63    0.70  0.50 -1.50
   0.67    0.64  0.50  0.00
   0.69    0.64  0.00  1.50
   0.71    0.64  1.00 -1.50
   0.72    0.67  1.00 -2.00
   0.75    0.70  0.50 -2.00
   0.75    0.61  0.50  0.50
   0.75    0.66  0.00  2.00
   0.75    0.79 -0.50  1.50
   0.76    0.64  1.00 -1.00
   0.77    0.69  1.00 -2.50
   0.78    0.62  1.00 -0.50
   0.78    0.78 -0.50  2.00
   0.79    0.80 -0.50  1.00
   0.80    0.77  0.00 -1.00
   0.80    0.67  1.50 -2.50
   0.81    0.63  1.50 -2.00
   0.81    0.64  0.50  1.00
   0.83    0.70  0.00  2.50
   0.83    0.62  1.00  0.00
   0.83    0.64  1.50 -1.50
   0.84    0.77 -0.50  2.50
   0.84    0.67  1.50 -3.00
   0.86    0.65  0.50  1.50
   0.87    0.80 -0.50  0.50
   0.87    0.73  1.00 -3.00
   0.87    0.79 -0.50  3.00
   0.88    0.76  0.00 -1.50
   0.88    0.66  1.50 -1.00
   0.88    0.62  1.00  0.50
   0.89    0.71  0.00  3.00
   0.89    0.69  0.50  2.00
   0.90    0.73  0.50 -2.50
   0.91    0.73  1.50 -3.50
   0.92    0.79 -0.50  3.50
   0.92    0.68  2.00 -3.50
   0.93    0.73  0.00  3.50
   0.94    0.69  2.00 -3.00
   0.94    0.67  1.00  1.00
   0.94    0.68  1.50 -0.50
   0.94    0.72  2.00 -2.50
   0.96    0.71  1.00  1.50
   0.96    0.72  2.00 -4.00
   0.96    0.71  0.50  2.50
   0.97    0.73  2.00 -2.00
   0.97    0.69  1.50  0.00
   0.97    0.72  2.00 -1.50
   0.97    0.72  1.00  2.00
   0.97    0.80 -0.50  0.00
   0.98    0.75  0.00  4.00
   0.98    0.78 -0.50  4.00
   0.99    0.76  1.00 -3.50
   0.99    0.76  1.50 -4.00
   1.00    0.73  0.50  3.00
   1.01    0.78  2.50 -4.00
   1.01    0.71  1.50  0.50
   1.01    0.72  2.00 -1.00
   1.02    0.78  2.00 -4.50
   1.02    0.76  0.50 -3.00
   1.02    0.81 -0.50  4.50
   1.03    0.74  2.50 -2.50
   1.03    0.75  1.00  2.50
   1.04    0.78  2.50 -3.50
   1.04    0.72  1.50  1.00
   1.04    0.71  2.00 -0.50
   1.05    0.75  2.50 -3.00
   1.05    0.76  0.00  4.50
   1.05    0.76  0.50  3.50
   1.05    0.82  2.50 -4.50
   1.06    0.80  0.00 -2.00
   1.06    0.72  2.00  0.00
   1.06    0.83  2.50 -5.00
   1.06    0.82 -0.50  5.00
   1.07    0.73  2.50 -2.00
   1.07    0.74  2.50 -1.50
   1.08    0.78  1.50 -4.50
   1.08    0.73  1.50  1.50
   1.09    0.76  2.00  0.50
   1.09    0.83  3.00 -5.00
   1.09    0.79 -0.50 -0.50
   1.09    0.79  3.00 -4.50
